ente,uf,ano,grupo,contrib_previdenciaria,recursos_acumulados,receita_investimentos_e_ativos,pagamento_beneficios,data_recebimento_adesao,data_adesao,data_cert_inicial,nivel_inicial,data_renovacao_cert,nivel_atual,contrib_previdenciaria_problema,recursos_acumulados_problema,receita_investimentos_e_ativos_problema,pagamento_beneficios_problema
ALTAMIRA DO PARANA,PR,2023,PEQUENO PORTE,1833791.89,6981139.18,30399961.759999998,2738151.47,,,,,,,False,False,False,False
ALTAMIRA DO PARANA,PR,2024,PEQUENO PORTE,2096193.14,7692333.95,30427409.099999998,3916919.44,,,,,,,False,False,False,False
ALTINOPOLIS,SP,2019,MÉDIO PORTE,4922024.47,60523044.03,36160614.76,2962636.7,,,,,,,False,False,False,False
ALTINOPOLIS,SP,2020,MÉDIO PORTE,4926009.6,68378784.39,32810516.25,3228976.36,,,,,,,False,False,False,False
ALTINOPOLIS,SP,2021,MÉDIO PORTE,5350949.87,72759179.19,30226263.599999998,3398567.66,,,,,,,False,False,False,False
ALTINOPOLIS,SP,2022,MÉDIO PORTE,6686362.39,74999003.28,36002281.1,3936922.31,,,,,,,False,False,False,False
ALTINOPOLIS,SP,2023,MÉDIO PORTE,8735375.19,82644196.92,45980497.31,32124156.6,,,,,,,False,False,False,False
ALTINOPOLIS,SP,2024,MÉDIO PORTE,9592103.35,97131937.89,37246471.07,4706939.4,,,,,,,False,False,False,False
ALTO ALEGRE,RS,2019,PEQUENO PORTE,858769.17,9903543.85,30811371.369999997,636988.04,,,,,,,False,False,False,False
ALTO ALEGRE,RS,2020,PEQUENO PORTE,961741.11,11007483.47,30482669.72,744420.06,,,,,,,False,False,False,False
ALTO ALEGRE,RS,2021,PEQUENO PORTE,1004495.85,11678930.64,30283745.86,811841.76,,,,,,,False,False,False,False
ALTO ALEGRE,RS,2022,PEQUENO PORTE,928149.0,12245137.98,30907953.97,955434.03,,,,,,,False,False,False,False
ALTO ALEGRE,RS,2023,PEQUENO PORTE,1059685.48,12854559.96,31681438.939999998,1171463.03,,,,,,,False,False,False,False
ALTO ALEGRE,RS,2024,PEQUENO PORTE,1400246.89,15281509.97,31083112.27,1361649.55,,,,,,,False,False,False,False
ALTO ARAGUAIA,MT,2019,MÉDIO PORTE,5980424.85,42805735.2,33167083.08,4535450.67,,,,,,,False,False,False,False
ALTO ARAGUAIA,MT,2020,MÉDIO PORTE,7641322.92,49622404.02,30542025.27,5456485.83,,,,,,,False,False,False,False
ALTO ARAGUAIA,MT,2021,MÉDIO PORTE,8273686.97,55721248.15000001,29862452.79,6306012.65,,,,,,,False,False,False,False
ALTO ARAGUAIA,MT,2022,MÉDIO PORTE,9328916.05,58120452.39,29865088.189999998,8611102.48,,,,,,,False,False,False,False
ALTO ARAGUAIA,MT,2023,MÉDIO PORTE,11552253.19,63972601.82,29894411.689999998,9481855.85,,,,,,,False,False,False,False
ALTO ARAGUAIA,MT,2024,MÉDIO PORTE,13183734.4,74086453.35,47002303.07,11240332.31,,,,,,,False,False,False,False
ALTO FELIZ,RS,2019,PEQUENO PORTE,1529542.34,13517106.63,31566752.66,563863.02,,,,,,,False,False,False,False
ALTO FELIZ,RS,2020,PEQUENO PORTE,1641706.57,15987599.16,30949079.27,733625.07,,,,,,,False,False,False,False
ALTO FELIZ,RS,2021,PEQUENO PORTE,1966938.6,17588415.01,30459878.91,806870.69,,,,,,,False,False,False,False
ALTO FELIZ,RS,2022,PEQUENO PORTE,2044985.21,19076601.34,31619175.3,1075329.65,,,,,,,False,False,False,False
ALTO FELIZ,RS,2023,PEQUENO PORTE,2297018.8,21772899.58,32826337.759999998,1325772.9,,,,,,,False,False,False,False
ALTO FELIZ,RS,2024,PEQUENO PORTE,2658092.08,25679190.22,32181716.15,1538579.25,,,,,,,False,False,False,False
ALTO PARAISO DE GOIAS,GO,2019,PEQUENO PORTE,2128664.73,3363316.14,30277167.39,2606459.07,,,,,,,False,False,False,False
ALTO PARAISO DE GOIAS,GO,2020,PEQUENO PORTE,2897867.83,3253880.68,30054705.439999998,3375018.99,,,,,,,False,False,False,False
ALTO PARAISO DE GOIAS,GO,2021,PEQUENO PORTE,2905433.39,3615777.08,29824907.57,3478442.06,,,,,,,False,False,False,False
ALTO PARAISO DE GOIAS,GO,2022,PEQUENO PORTE,4009438.07,3486476.57,30083273.16,4674343.46,,,,,,,False,False,False,False
ALTO PARAISO DE GOIAS,GO,2023,PEQUENO PORTE,5667235.03,3197629.03,30293739.79,5300513.62,,,,,,,False,False,False,False
ALTO PARAISO DE GOIAS,GO,2024,PEQUENO PORTE,7394332.84,3623166.49,29955558.259999998,6003493.83,,,,,,,False,False,False,False
ALTO PARANA,PR,2019,PEQUENO PORTE,3846479.64,31402645.94,36690555.72,4481343.71,,,,,,,False,False,False,False
ALTO PARANA,PR,2020,PEQUENO PORTE,5431387.42,37413945.02,32034351.56,6822976.34,,,,,,,False,False,False,False
ALTO PARANA,PR,2021,PEQUENO PORTE,5608709.28,39062150.69000001,29003767.31,7935636.34,,,,,,,False,False,False,False
ALTO PARANA,PR,2022,PEQUENO PORTE,4169383.83,35949773.69000001,32112027.96,9223148.12,,,,,,,False,False,False,False
ALTO PARANA,PR,2023,PEQUENO PORTE,5258930.86,35449473.41,34767784.58,10838348.42,,,,,,,False,False,False,False
ALTO PARANA,PR,2024,MÉDIO PORTE,6205226.81,37809333.11,30822218.16,12174060.3,,,,,,,False,False,False,False
ALTONIA,PR,2019,MÉDIO PORTE,3986822.53,2984000.55,30170827.56,9557038.37,,,,,,,False,False,False,False
ALTONIA,PR,2020,MÉDIO PORTE,4165470.36,3427326.46,30082780.66,10825277.53,,,,,,,False,False,False,False
ALTONIA,PR,2021,MÉDIO PORTE,4742448.99,4804179.83,30034321.88,12156510.11,,,,,,,False,False,False,False
ALTONIA,PR,2022,MÉDIO PORTE,5769941.84,4418689.88,31230618.279999997,7904232.67,,,,,,,False,False,False,False
ALTONIA,PR,2023,MÉDIO PORTE,6425158.83,13867001.6,31196496.529999997,15914837.05,,,,,,,False,False,False,False
ALTONIA,PR,2024,MÉDIO PORTE,6951791.16,14139309.18,30645979.77,17305256.22,,,,,,,False,False,False,False
ALVARO DE CARVALHO,SP,2019,PEQUENO PORTE,1447366.33,1980499.61,29862452.79,1490124.59,,,,,,,False,False,False,False
ALVARO DE CARVALHO,SP,2020,PEQUENO PORTE,2091224.67,2936719.03,30108936.779999997,1787351.99,,,,,,,False,False,False,False
ALVARO DE CARVALHO,SP,2021,PEQUENO PORTE,2284846.19,4133379.39,30011433.02,2004734.14,,,,,,,False,False,False,False
ALVARO DE CARVALHO,SP,2022,PEQUENO PORTE,2933323.58,4780316.05,30470503.33,2317621.25,,,,,,,False,False,False,False
ALVARO DE CARVALHO,SP,2023,PEQUENO PORTE,2956303.15,6824712.19,30802189.7,2633580.29,,,,,,,False,False,False,False
ALVARO DE CARVALHO,SP,2024,PEQUENO PORTE,1781690.71,8818534.43,30611404.029999997,2321624.66,,,,,,,False,False,False,False
ALVINOPOLIS,MG,2019,PEQUENO PORTE,2655816.68,23358257.54,33592177.94,2886756.51,,,,,,,False,False,False,False
ALVINOPOLIS,MG,2020,PEQUENO PORTE,3042485.93,27555478.39,31183959.56,3297248.79,,,,,,,False,False,False,False
ALVINOPOLIS,MG,2021,PEQUENO PORTE,3224377.75,29649142.38,29766128.13,3784492.54,,,,,,,False,False,False,False
ALVINOPOLIS,MG,2022,PEQUENO PORTE,4125359.1,30282994.58,31831884.58,4979100.7,,,,,,,False,False,False,False
ALVINOPOLIS,MG,2023,PEQUENO PORTE,4842429.98,32505654.58,34431572.089999996,5647253.32,,,,,,,False,False,False,False
ALVINOPOLIS,MG,2024,PEQUENO PORTE,5386378.51,37548997.38,31929503.77,7531215.46,2022-03-18 00:00:00,2022-03-07 00:00:00,,,,,False,False,False,False
ALVORADA DO NORTE,GO,2019,PEQUENO PORTE,1538234.98,12235420.83,31732274.55,2296833.45,,,,,,,False,False,False,False
ALVORADA DO NORTE,GO,2020,PEQUENO PORTE,2988870.3,13596360.79,30778637.11,2748133.2,,,,,,,False,False,False,False
ALVORADA DO NORTE,GO,2021,PEQUENO PORTE,3318137.22,15910170.22,29748839.279999997,3094582.58,,,,,,,False,False,False,False
ALVORADA DO NORTE,GO,2022,PEQUENO PORTE,3673222.02,16257374.24,30983138.95,3868954.81,,,,,,,False,False,False,False
ALVORADA DO NORTE,GO,2023,PEQUENO PORTE,1852561.43,17615152.25,32323355.38,4921816.8,,,,,,,False,False,False,False
ALVORADA DO NORTE,GO,2024,PEQUENO PORTE,2624743.56,16568255.68,29909189.43,5665267.82,,,,,,,False,False,False,False
AMAPORA,PR,2019,PEQUENO PORTE,1579197.32,14255802.86,32565152.049999997,2128428.12,,,,,,,False,False,False,False
AMAPORA,PR,2020,PEQUENO PORTE,1838087.13,16926647.4,30649325.099999998,2424863.33,,,,,,,False,False,False,False
AMAPORA,PR,2021,PEQUENO PORTE,1969478.21,16992816.26,29628141.97,2607711.07,,,,,,,False,False,False,False
AMAPORA,PR,2022,PEQUENO PORTE,2407210.31,15510864.34,31703496.099999998,1148690.25,,,,,,,False,False,False,False
AMAPORA,PR,2023,PEQUENO PORTE,2873425.78,19063749.26,33754859.29,3863761.73,,,,,,,False,False,False,False
AMAPORA,PR,2024,PEQUENO PORTE,3082643.84,21957761.53,32103212.2,4380471.96,,,,,,,False,False,False,False
AMERICANA,SP,2019,MÉDIO PORTE,12957143.96,71673493.42999999,41372814.59,4422691.31,,,,,,,False,False,False,False
AMERICANA,SP,2020,MÉDIO PORTE,10797786.83,93173178.24,34399150.36,4547123.34,,,,,,,False,False,False,False
AMERICANA,SP,2021,MÉDIO PORTE,13754982.85,99672646.93,28301367.99,4690513.04,,,,,,,False,False,False,False
AMERICANA,SP,2022,MÉDIO PORTE,15608798.77,118667822.03,37610268.28,5508098.18,,,,,,,False,False,False,False
AMERICANA,SP,2023,MÉDIO PORTE,17909746.97,149026369.95,50296082.480000004,6575736.38,,,,,,,False,False,False,False
AMERICANA,SP,2024,MÉDIO PORTE,14212507.17,194899064.95,43135463.64,4992161.14,,,,,,,False,False,False,False
AMETISTA DO SUL,RS,2019,PEQUENO PORTE,2142856.82,29217066.5,33763885.04,911180.62,,,,,,,False,False,False,False
AMETISTA DO SUL,RS,2020,PEQUENO PORTE,2177441.34,34266928.03,31806480.24,1163980.07,,,,,,,False,False,False,False
AMETISTA DO SUL,RS,2021,PEQUENO PORTE,1975739.05,37337767.58000001,30405478.5,1433208.98,,,,,,,False,False,False,False
AMETISTA DO SUL,RS,2022,PEQUENO PORTE,2471478.32,38430187.75,33221253.03,1798356.49,,,,,,,False,False,False,False
AMETISTA DO SUL,RS,2023,PEQUENO PORTE,2723744.91,42596556.25,35738356.73,2204252.95,,,,,,,False,False,False,False
AMETISTA DO SUL,RS,2024,PEQUENO PORTE,3559174.64,47933926.17,32087869.46,2594817.71,,,,,,,False,False,False,False
ANAPOLIS,GO,2019,GRANDE PORTE,78620214.22,85319556.0,35594247.0,155529032.12,,,,,,,False,False,False,False
ANAPOLIS,GO,2020,GRANDE PORTE,115362347.27,37115684.66,29841654.46,154610312.33,,,,,,,False,False,False,False
ANAPOLIS,GO,2021,GRANDE PORTE,143059084.67,5597169.87,30070945.36,172117026.02,,,,,,,False,False,False,False
ANAPOLIS,GO,2022,GRANDE PORTE,190883445.5,585858.4099999999,31690413.82,214410981.45,,,,,,,False,False,False,False
ANAPOLIS,GO,2023,GRANDE PORTE,184060349.3,19961088.37,32055882.419999998,226527574.97,,,,,,,False,False,False,False
ANAPOLIS,GO,2024,GRANDE PORTE,202329028.4,24209597.12,31119561.58,246859862.42,2019-10-21 00:00:00,2019-10-18 00:00:00,,,,,False,False,False,False
ANCHIETA,ES,2019,MÉDIO PORTE,13754391.29,137374808.04,53275173.57,11348819.13,,,,,,,False,False,False,False
ANCHIETA,ES,2020,MÉDIO PORTE,15412740.35,163429697.43,29862452.79,13286464.12,,,,,,,False,False,False,False
ANCHIETA,ES,2021,MÉDIO PORTE,17299746.95,177258739.76,29862452.79,14912552.07,,,,,,,False,False,False,False
ANCHIETA,ES,2022,MÉDIO PORTE,17160571.02,178102071.37,29862452.79,16787758.17,,,,,,,False,False,False,False
ANCHIETA,ES,2023,MÉDIO PORTE,21646424.6,192748955.04,30310286.06,22976344.62,,,,,,,False,False,False,False
ANCHIETA,ES,2024,MÉDIO PORTE,24333698.18,213443426.34,29863135.56,27786216.18,2023-01-05 00:00:00,2022-12-18 00:00:00,,,,,False,False,False,False
ANDIRA,PR,2019,MÉDIO PORTE,7108211.58,35111624.84,34303670.66,7659087.6,,,,,,,False,False,False,False
ANDIRA,PR,2020,MÉDIO PORTE,7703416.77,42312706.92,32929484.13,9759326.39,,,,,,,False,False,False,False
ANDIRA,PR,2021,MÉDIO PORTE,8431485.03,49879995.34,28703727.77,11347680.32,,,,,,,False,False,False,False
ANDIRA,PR,2022,MÉDIO PORTE,9409173.18,51443039.01000001,33712708.129999995,13728342.97,,,,,,,False,False,False,False
ANDIRA,PR,2023,MÉDIO PORTE,10099740.58,58407521.31,38056983.7,16149412.04,,,,,,,False,False,False,False
ANDIRA,PR,2024,MÉDIO PORTE,11417256.81,68375010.24,32395766.189999998,18846082.62,2021-10-08 00:00:00,2021-10-08 00:00:00,2023-01-12 00:00:00,I,,I,False,False,False,False
ANDRADAS,MG,2019,MÉDIO PORTE,7422620.34,43510395.14999999,34795755.99,10423086.3,,,,,,,False,False,False,False
ANDRADAS,MG,2020,MÉDIO PORTE,8724474.51,51836594.73,33715138.69,12241133.92,,,,,,,False,False,False,False
ANDRADAS,MG,2021,MÉDIO PORTE,9672383.89,59792299.84,29995065.14,13415194.22,,,,,,,False,False,False,False
ANDRADAS,MG,2022,MÉDIO PORTE,11522333.8,65166615.33,36022907.82,15673967.65,,,,,,,False,False,False,False
ANDRADAS,MG,2023,MÉDIO PORTE,12619694.89,77699139.04,37127886.85,18454206.45,,,,,,,False,False,False,False
ANDRADAS,MG,2024,MÉDIO PORTE,9914475.91,90431737.16,30400015.07,13998242.08,2022-04-04 00:00:00,2022-03-31 00:00:00,,,,,False,False,False,False
ANGELIM,PE,2019,PEQUENO PORTE,1947116.48,373005.09,29874424.14,4211890.24,,,,,,,False,False,False,False
ANGELIM,PE,2020,PEQUENO PORTE,3192801.73,223470.23,29866000.41,4745378.47,,,,,,,False,False,False,False
ANGELIM,PE,2021,PEQUENO PORTE,3526227.35,255276.07,29862501.96,4976865.4,,,,,,,False,False,False,False
ANGELIM,PE,2022,PEQUENO PORTE,2979905.8,142242.31,29862452.79,7224230.61,,,,,,,False,False,False,False
ANGELIM,PE,2023,PEQUENO PORTE,3200552.64,446338.37,29862452.79,7197302.36,,,,,,,False,False,False,False
ANGELIM,PE,2024,PEQUENO PORTE,4700598.71,666671.83,29920596.369999997,6811865.69,,,,,,,False,False,False,False
ANGELINA,SC,2019,PEQUENO PORTE,1995299.96,21462245.53,33104931.13,1611262.43,,,,,,,False,False,False,False
ANGELINA,SC,2020,PEQUENO PORTE,2059867.11,25414077.07,31503630.27,1811508.39,,,,,,,False,False,False,False
ANGELINA,SC,2021,PEQUENO PORTE,2199507.25,27235980.68,30010940.09,2300165.0,,,,,,,False,False,False,False
ANGELINA,SC,2022,PEQUENO PORTE,2463798.83,28071063.86,31932488.14,2866645.02,,,,,,,False,False,False,False
ANGELINA,SC,2023,PEQUENO PORTE,2774043.93,30434370.18,34137564.81,3324124.61,,,,,,,False,False,False,False
ANGELINA,SC,2024,PEQUENO PORTE,2722955.59,35085094.36,31894068.49,3999692.77,2021-04-29 00:00:00,2021-04-27 00:00:00,,,,,False,False,False,False
ANGICAL DO PIAUI,PI,2019,PEQUENO PORTE,1048662.15,3211591.79,30116091.599999998,1627825.2,,,,,,,False,False,False,False
ANGICAL DO PIAUI,PI,2020,PEQUENO PORTE,1163231.46,3476505.33,30042894.52,1860509.51,,,,,,,False,False,False,False
ANGICAL DO PIAUI,PI,2021,PEQUENO PORTE,1617165.94,3482459.59,29877683.71,2209004.81,,,,,,,False,False,False,False
ANGICAL DO PIAUI,PI,2022,PEQUENO PORTE,2600029.62,3441880.06,30151159.16,2820878.67,,,,,,,False,False,False,False
ANGICAL DO PIAUI,PI,2023,PEQUENO PORTE,3286467.24,4321855.21,30472863.99,3255248.84,,,,,,,False,False,False,False
ANGICAL DO PIAUI,PI,2024,PEQUENO PORTE,3224958.76,5649249.38,30295851.24,3611920.11,2022-02-23 00:00:00,2021-12-14 00:00:00,,,,,False,False,False,False
ANGULO,PR,2019,PEQUENO PORTE,1197949.29,18699339.71,32461662.15,873689.4,,,,,,,False,False,False,False
ANGULO,PR,2020,PEQUENO PORTE,1255346.9,21625117.33,31379513.06,1038723.7,,,,,,,False,False,False,False
ANGULO,PR,2021,PEQUENO PORTE,1684514.67,23603486.01,29927509.54,1101812.1,,,,,,,False,False,False,False
ANGULO,PR,2022,PEQUENO PORTE,2158153.34,24770847.59,32161132.07,1420911.87,,,,,,,False,False,False,False
ANGULO,PR,2023,PEQUENO PORTE,2457984.71,27772336.62,33822065.29,1779769.65,,,,,,,False,False,False,False
ANGULO,PR,2024,PEQUENO PORTE,2018281.03,32706566.42,31335231.7,1668847.02,,,,,,,False,False,False,False
ANHANGUERA,GO,2019,PEQUENO PORTE,721377.18,1478134.96,29990399.41,1411388.58,,,,,,,False,False,False,False
ANHANGUERA,GO,2020,PEQUENO PORTE,763953.58,1566134.45,29958968.439999998,1703636.35,,,,,,,False,False,False,False
ANHANGUERA,GO,2021,PEQUENO PORTE,788120.23,1595152.45,29923722.11,1785181.07,,,,,,,False,False,False,False
ANHANGUERA,GO,2022,PEQUENO PORTE,825761.43,1398612.0,30002609.68,2008960.79,,,,,,,False,False,False,False
ANHANGUERA,GO,2023,PEQUENO PORTE,1882722.49,1417783.45,30075177.029999997,2226679.87,,,,,,,False,False,False,False
ANHANGUERA,GO,2024,PEQUENO PORTE,2772423.36,1854126.47,30066432.14,2394374.07,,,,,,,False,False,False,False
ANITAPOLIS,SC,2019,PEQUENO PORTE,936707.75,12959283.48,31698496.61,1235012.68,,,,,,,False,False,False,False
ANITAPOLIS,SC,2020,PEQUENO PORTE,997910.66,14739837.58,30649818.56,1322850.72,,,,,,,False,False,False,False
ANITAPOLIS,SC,2021,PEQUENO PORTE,1071243.79,15518867.53,29880141.07,1430668.54,,,,,,,False,False,False,False
ANITAPOLIS,SC,2022,PEQUENO PORTE,1205329.3,15414688.46,31153532.49,1660793.68,,,,,,,False,False,False,False
ANITAPOLIS,SC,2023,PEQUENO PORTE,1408480.53,16705088.93,31879655.97,2092793.84,,,,,,,False,False,False,False
ANITAPOLIS,SC,2024,PEQUENO PORTE,1426583.06,18610987.51,31590714.669999998,2249969.85,2021-04-30 00:00:00,2021-04-28 00:00:00,,,,,False,False,False,False
ANTA GORDA,RS,2019,PEQUENO PORTE,2497620.05,20992085.09,31966104.66,1930321.11,,,,,,,False,False,False,False
ANTA GORDA,RS,2020,PEQUENO PORTE,2818830.5,23503691.72,31266775.61,2240100.34,,,,,,,False,False,False,False
ANTA GORDA,RS,2021,PEQUENO PORTE,2832863.33,25554157.53,30381284.7,2477774.57,,,,,,,False,False,False,False
ANTA GORDA,RS,2022,PEQUENO PORTE,2036349.5,26483618.24,32631177.7,2987179.4,,,,,,,False,False,False,False
ANTA GORDA,RS,2023,PEQUENO PORTE,1592535.78,28814858.48,33741516.58,3495718.85,,,,,,,False,False,False,False
ANTA GORDA,RS,2024,PEQUENO PORTE,2298784.89,32819256.4,31629565.31,3766025.85,,,,,,,False,False,False,False
ANTONIO CARLOS,SC,2019,PEQUENO PORTE,3402252.1,28554500.16,33481895.47,2665372.8,,,,,,,False,False,False,False
ANTONIO CARLOS,SC,2020,PEQUENO PORTE,3566936.15,33620695.44000001,31322847.95,2896517.75,,,,,,,False,False,False,False
ANTONIO CARLOS,SC,2021,PEQUENO PORTE,3682717.71,36608655.17,30557613.86,3329098.32,,,,,,,False,False,False,False
ANTONIO CARLOS,SC,2022,PEQUENO PORTE,5148338.26,38328134.63,33330235.13,4395686.44,,,,,,,False,False,False,False
ANTONIO CARLOS,SC,2023,PEQUENO PORTE,6181590.96,42172341.97,36031658.81,5144299.14,,,,,,,False,False,False,False
ANTONIO CARLOS,SC,2024,PEQUENO PORTE,6965689.54,51497962.95,32863303.24,5845208.28,2021-04-30 00:00:00,2021-04-28 00:00:00,,,,,False,False,False,False
ANTONIO JOAO,MS,2019,PEQUENO PORTE,2579325.46,21210327.48,33364167.23,2022549.63,,,,,,,False,False,False,False
ANTONIO JOAO,MS,2020,PEQUENO PORTE,2862569.59,25409820.76,31318482.65,2248056.68,,,,,,,False,False,False,False
ANTONIO JOAO,MS,2021,PEQUENO PORTE,3246037.63,27949865.7,29574024.349999998,2515123.38,,,,,,,False,False,False,False
ANTONIO JOAO,MS,2022,PEQUENO PORTE,3535101.97,29323107.47,31666986.56,2673706.77,,,,,,,False,False,False,False
ANTONIO JOAO,MS,2023,PEQUENO PORTE,4011096.12,33408672.81,35064356.9,3093256.68,,,,,,,False,False,False,False
ANTONIO JOAO,MS,2024,PEQUENO PORTE,4769138.39,40300128.53,31880331.45,3506723.37,,,,,,,False,False,False,False
APARECIDA D'OESTE,SP,2019,PEQUENO PORTE,1641947.69,2864433.8,30430820.07,1749501.58,,,,,,,False,False,False,False
APARECIDA D'OESTE,SP,2020,PEQUENO PORTE,1568438.15,3185769.110000001,30023890.79,1859705.47,,,,,,,False,False,False,False
APARECIDA D'OESTE,SP,2021,PEQUENO PORTE,1718651.86,3827259.83,29867009.21,2093571.09,,,,,,,False,False,False,False
APARECIDA D'OESTE,SP,2022,PEQUENO PORTE,1884987.16,3775313.57,30246702.0,2373962.64,,,,,,,False,False,False,False
APARECIDA D'OESTE,SP,2023,PEQUENO PORTE,2133453.83,4521386.58,30473359.45,2551556.87,,,,,,,False,False,False,False
APARECIDA D'OESTE,SP,2024,PEQUENO PORTE,1624697.19,5493902.48,30179837.07,2084003.83,,,,,,,False,False,False,False
APARECIDA DO RIO DOCE,GO,2019,PEQUENO PORTE,1792853.3,7029842.310000001,30681952.7,1867577.26,,,,,,,False,False,False,False
APARECIDA DO RIO DOCE,GO,2020,PEQUENO PORTE,2592989.21,7623135.59,30335568.55,2257126.04,,,,,,,False,False,False,False
APARECIDA DO RIO DOCE,GO,2021,PEQUENO PORTE,2811246.85,8530652.370000001,30116284.099999998,2595758.73,,,,,,,False,False,False,False
APARECIDA DO RIO DOCE,GO,2022,PEQUENO PORTE,3490592.89,9018666.710000005,30650581.74,3275058.24,,,,,,,False,False,False,False
APARECIDA DO RIO DOCE,GO,2023,PEQUENO PORTE,3729696.65,10078499.05,31124869.49,3537349.99,,,,,,,False,False,False,False
APARECIDA DO RIO DOCE,GO,2024,PEQUENO PORTE,3953611.2,11802170.01,30796519.57,4596644.71,,,,,,,False,False,False,False
APARECIDA DO TABOADO,MS,2019,MÉDIO PORTE,15010080.54,48192989.90000001,34824822.519999996,10062690.0,,,,,,,False,False,False,False
APARECIDA DO TABOADO,MS,2020,MÉDIO PORTE,17018352.07,60861036.1,29939575.06,11760443.68,,,,,,,False,False,False,False
APARECIDA DO TABOADO,MS,2021,MÉDIO PORTE,17859762.79,77547770.63000001,31567468.41,13454412.56,,,,,,,False,False,False,False
APARECIDA DO TABOADO,MS,2022,MÉDIO PORTE,20660478.95,83661852.52000001,38275325.69,16210802.62,,,,,,,False,False,False,False
APARECIDA DO TABOADO,MS,2023,MÉDIO PORTE,21242973.84,92617156.51,46242080.73,17821440.86,,,,,,,False,False,False,False
APARECIDA DO TABOADO,MS,2024,MÉDIO PORTE,26033104.38,110996605.55,38136751.61,18639272.35,,,,,,,False,False,False,False
APIACAS,MT,2019,PEQUENO PORTE,2049308.42,20329950.65,32163664.02,684158.92,,,,,,,False,False,False,False
APIACAS,MT,2020,PEQUENO PORTE,2133161.31,23857663.65,30979598.279999997,777995.13,,,,,,,False,False,False,False
APIACAS,MT,2021,PEQUENO PORTE,2593428.57,26459744.61,30180649.99,989569.56,,,,,,,False,False,False,False
APIACAS,MT,2022,PEQUENO PORTE,3054107.19,28419284.19,32646121.56,1534854.07,,,,,,,False,False,False,False
APIACAS,MT,2023,PEQUENO PORTE,3327091.76,32608242.7,34535481.65,2541607.3,,,,,,,False,False,False,False
APIACAS,MT,2024,NÃO CLASSIFICADO,4112115.87,37647881.81,31675410.32,3395339.28,,,,,,,False,False,False,False
AQUIDAUANA,MS,2019,MÉDIO PORTE,9038543.19,44918277.3,37304006.49,7701054.92,,,,,,,False,False,False,False
AQUIDAUANA,MS,2020,MÉDIO PORTE,9364938.88,50850639.53,39039383.61,12152575.82,,,,,,,False,False,False,False
AQUIDAUANA,MS,2021,MÉDIO PORTE,11051922.42,53840301.45,34057140.25,14033939.17,,,,,,,False,False,False,False
AQUIDAUANA,MS,2022,MÉDIO PORTE,14392229.03,50434957.63,37477455.65,16621582.25,,,,,,,False,False,False,False
AQUIDAUANA,MS,2023,MÉDIO PORTE,15709734.22,49379176.4,39375202.06,16950506.54,,,,,,,False,False,False,False
AQUIDAUANA,MS,2024,MÉDIO PORTE,15630397.58,48542452.36,30743154.82,21649705.28,2019-12-20 00:00:00,2019-10-29 00:00:00,2021-10-22 00:00:00,I,2025-01-15 00:00:00,II,False,False,False,False
ARACAJU,SE,2019,GRANDE PORTE,182048505.04,768516738.84,147824319.67,289366201.86,,,,,,,False,False,False,False
ARACAJU,SE,2020,GRANDE PORTE,343205426.68,946936799.77,122137602.69999999,300511065.91,,,,,,,False,False,False,False
ARACAJU,SE,2021,GRANDE PORTE,386837609.55,1053958664.21,34163409.2,320332112.23,,,,,,,False,False,False,False
ARACAJU,SE,2022,GRANDE PORTE,414181767.74,1124956186.87,56594352.53,357728987.89,,,,,,,False,False,False,False
ARACAJU,SE,2023,GRANDE PORTE,468574554.76,1282420249.1,127615369.91999999,393629103.82,,,,,,,False,False,False,False
ARACAJU,SE,2024,GRANDE PORTE,518722040.76,1588057499.9,124014398.0,427399739.57,2022-07-06 00:00:00,2022-07-01 00:00:00,2023-12-19 00:00:00,I,,I,False,False,False,False
ARACARIGUAMA,SP,2019,MÉDIO PORTE,5226137.26,51736016.32,35570675.01,2946012.27,,,,,,,False,False,False,False
ARACARIGUAMA,SP,2020,MÉDIO PORTE,2742901.51,58818683.24,33336662.15,3418342.09,,,,,,,False,False,False,False
ARACARIGUAMA,SP,2021,MÉDIO PORTE,9454641.66,67158250.65,29862452.79,4036082.56,,,,,,,False,False,False,False
ARACARIGUAMA,SP,2022,MÉDIO PORTE,7877180.19,71519207.54,29862452.79,6308968.87,,,,,,,False,False,False,False
ARACARIGUAMA,SP,2023,MÉDIO PORTE,9656782.43,80505611.68,31800571.16,7291000.29,,,,,,,False,False,False,False
ARACARIGUAMA,SP,2024,MÉDIO PORTE,6050618.39,94129123.66,30422054.38,8555159.68,2024-08-22 00:00:00,2024-07-30 00:00:00,,,,,False,False,False,False
ARACOIABA,PE,2019,PEQUENO PORTE,2616182.17,8529065.33,30842854.49,933921.32,,,,,,,False,False,False,False
ARACOIABA,PE,2020,PEQUENO PORTE,2717064.8,10771611.37,30152122.41,991627.38,,,,,,,False,False,False,False
ARACOIABA,PE,2021,PEQUENO PORTE,4040416.95,13832875.99,30050324.5,1106397.6,,,,,,,False,False,False,False
ARACOIABA,PE,2022,PEQUENO PORTE,4268805.23,16931423.23,30835355.06,1333911.66,,,,,,,False,False,False,False
ARACOIABA,PE,2023,PEQUENO PORTE,3883331.49,21011425.95,33011556.57,1998314.91,,,,,,,False,False,False,False
