"RPPS","Ano","Grupo","Eficiencia"
"MONTES CLAROS_MG",2019,"_2019",0.318396277330252
"MUZAMBINHO_MG",2019,"_2019",0.937777044206403
"NATAL_RN",2019,"_2019",0.589323900833585
"NITEROI_RJ",2019,"_2019",0.539594920317556
"NOVA ANDRADINA_MS",2019,"_2019",0.627425366475902
"NOVA ESPERANCA DO SUL_RS",2019,"_2019",0.992355598065826
"NOVA PRATA DO IGUACU_PR",2019,"_2019",0.825226209519495
"OLIMPIA_SP",2019,"_2019",0.695753680407343
"OLIVEIRA_MG",2019,"_2019",0.716012959248507
"OSORIO_RS",2019,"_2019",0.547075930244111
"OURO PRETO DO OESTE_RO",2019,"_2019",0.733876379551523
"PALMAS_TO",2019,"_2019",1
"PARA_PA",2019,"_2019",1
"PARAIBA_PB",2019,"_2019",0.189288099790812
"PARANAVAI_PR",2019,"_2019",0.682521423293476
"PARAOPEBA_MG",2019,"_2019",0.765973590532987
"PARISI_SP",2019,"_2019",0.965888674219734
"PATOS_PB",2019,"_2019",0.415756436259315
"PATROCINIO_MG",2019,"_2019",0.557127743464841
"PATY DO ALFERES_RJ",2019,"_2019",1
"PELOTAS_RS",2019,"_2019",0.381051195816074
"PERUIBE_SP",2019,"_2019",0.603522358695581
"PIAUI_PI",2019,"_2019",0.0595601647828485
"PORTO FELIZ_SP",2019,"_2019",0.696671919802692
"PORTO UNIAO_SC",2019,"_2019",0.857159871264081
"PRESIDENTE PRUDENTE_SP",2019,"_2019",0.649177134136363
"PRUDENTOPOLIS_PR",2019,"_2019",0.758081795320489
"QUATIS_RJ",2019,"_2019",0.82580930225831
"QUATRO BARRAS_PR",2019,"_2019",0.644966291830911
"RESENDE_RJ",2019,"_2019",0.793657171362756
"RIBEIRAO PIRES_SP",2019,"_2019",0.650905584581882
"RIO BRILHANTE_MS",2019,"_2019",0.587323399526906
"RIO DO SUL_SC",2019,"_2019",0.900933824248432
"RIO GRANDE DO NORTE_RN",2019,"_2019",0.0504975144486378
"RIO NEGRINHO_SC",2019,"_2019",0.887683160098792
"RIO NOVO DO SUL_ES",2019,"_2019",0.907816655319771
"SALOA_PE",2019,"_2019",0.744189049809086
"SANTA CATARINA_SC",2019,"_2019",0.0960962926842027
"SANTA MARIA DE JETIBA_ES",2019,"_2019",0.825225305971957
"SANTA MARIA DO HERVAL_RS",2019,"_2019",0.914957783567456
"SANTANA DE PARNAIBA_SP",2019,"_2019",1
"SANTANA DO LIVRAMENTO_RS",2019,"_2019",0.475704392793371
"SANTO ANTONIO DA PATRULHA_RS",2019,"_2019",0.618431420929296
"SANTO ANTONIO DE GOIAS_GO",2019,"_2019",0.929820835360935
"SAO FRANCISCO_MG",2019,"_2019",0.836460024499532
"SAO FRANCISCO DO GUAPORE_RO",2019,"_2019",0.878859481594632
"SAO GABRIEL DA PALHA_ES",2019,"_2019",0.645362703432927
"SAO GONCALO_RJ",2019,"_2019",0.232537315750082
"SAO JOAO DA LAGOA_MG",2019,"_2019",1
"SAO JOAO DEL REI_MG",2019,"_2019",0.550392521731026
"SAO JOSE DO CALCADO_ES",2019,"_2019",0.942858985358763
"SAO LEOPOLDO_RS",2019,"_2019",0.820639651701643
"SAO LUIS_MA",2019,"_2019",0.455013208203503
"SAO MANUEL_SP",2019,"_2019",0.591665423980104
"SAO PEDRO DA ALDEIA_RJ",2019,"_2019",0.531827974071091
"SAO VALERIO DO SUL_RS",2019,"_2019",0.994624562860776
"SAPIRANGA_RS",2019,"_2019",0.90640673641502
"SARZEDO_MG",2019,"_2019",0.764415069956945
"SERRA TALHADA_PE",2019,"_2019",0.438754328143589
"SERTAO SANTANA_RS",2019,"_2019",0.820830725332764
"SOBRADINHO_RS",2019,"_2019",0.798882654586189
"SUME_PB",2019,"_2019",0.730843305321962
"TAIO_SC",2019,"_2019",0.876500668436299
"TARUMA_SP",2019,"_2019",0.824336086418842
"TAUBATE_SP",2019,"_2019",0.377484098333276
"TEOFILO OTONI_MG",2019,"_2019",0.587724157070787
"TIJUCAS DO SUL_PR",2019,"_2019",0.787357640931002
"TOCANTINS_TO",2019,"_2019",1
"TRES DE MAIO_RS",2019,"_2019",0.570982312198727
"TRES MARIAS_MG",2019,"_2019",0.845502879798384
"TUNAS DO PARANA_PR",2019,"_2019",1
"UMUARAMA_PR",2019,"_2019",0.492033971802368
"UNIAO DA VITORIA_PR",2019,"_2019",0.484821285182985
"VARRE-SAI_RJ",2019,"_2019",0.875414826861654
"VILA BELA DA SANTISSIMA TRINDADE_MT",2019,"_2019",0.723220945317604
"VIRADOURO_SP",2019,"_2019",0.847251103928422
"VOLTA REDONDA_RJ",2019,"_2019",0.556029668458039
"VOTUPORANGA_SP",2019,"_2019",0.563720568888299
"ACRE_AC",2020,"_2020",0.199238116402152
"AGUAS BELAS_PE",2020,"_2020",0.727175243875897
"ALOANDIA_GO",2020,"_2020",0.957211638168429
"ALTA FLORESTA_MT",2020,"_2020",0.887991634116486
"ANAPOLIS_GO",2020,"_2020",0.238561902567937
"ANDIRA_PR",2020,"_2020",0.834069067603782
"AQUIDAUANA_MS",2020,"_2020",0.949728281814257
"ARACAJU_SE",2020,"_2020",0.829553682597799
"ARAPIRACA_AL",2020,"_2020",0.484035870686894
"ARAPOTI_PR",2020,"_2020",1
"ARARAS_SP",2020,"_2020",0.637380917399028
"ARMACAO DOS BUZIOS_RJ",2020,"_2020",0.645257374349133
"ASSIS_SP",2020,"_2020",0.750561739066247
"ATALAIA_AL",2020,"_2020",0.560794374155328
"BAHIA_BA",2020,"_2020",0.0982591750765413
"BALNEARIO BARRA DO SUL_SC",2020,"_2020",0.905885708118551
"BARRA VELHA_SC",2020,"_2020",0.781561916767387
"BEBERIBE_CE",2020,"_2020",0.766615084312886
"BELFORD ROXO_RJ",2020,"_2020",0.465816395604164
"BIGUACU_SC",2020,"_2020",0.710130885549115
"BILAC_SP",2020,"_2020",0.901618927920709
"BOA VISTA_RR",2020,"_2020",0.887680981433403
"BOM JESUS_PI",2020,"_2020",0.860603871432234
"CABO FRIO_RJ",2020,"_2020",0.755846765601169
"CACADOR_SC",2020,"_2020",0.699299536615186
"CACHOEIRAS DE MACACU_RJ",2020,"_2020",0.727644741293632
"CACU_GO",2020,"_2020",0.787140713123712
"CALDAS NOVAS_GO",2020,"_2020",0.696146071417404
"CAMACARI_BA",2020,"_2020",0.623623371403829
"CAMAQUA_RS",2020,"_2020",0.569708071444763
"CAMPINA GRANDE_PB",2020,"_2020",0.278525993658976
"CAMPINAS_SP",2020,"_2020",0.354952005013422
"CAMPO FORMOSO_BA",2020,"_2020",0.71606191535961
"CAMPO GRANDE_MS",2020,"_2020",0.200113660935473
"CAMPO LARGO_PR",2020,"_2020",0.92611074095269
"CANGUCU_RS",2020,"_2020",0.878716499273859
"CANOINHAS_SC",2020,"_2020",0.825937025437462
"CANTAGALO_RJ",2020,"_2020",0.799270340971265
"CARANDAI_MG",2020,"_2020",0.825404377433535
"CARIRIACU_CE",2020,"_2020",0.897118047436947
"CARMO DO CAJURU_MG",2020,"_2020",0.851104999582349
"CARPINA_PE",2020,"_2020",0.649080312464514
"CAXIAS DO SUL_RS",2020,"_2020",0.367313348912042
"CEARA_CE",2020,"_2020",0.319957122222039
"CERQUEIRA CESAR_SP",2020,"_2020",0.692609155021292
"CIDREIRA_RS",2020,"_2020",1
"CONTAGEM_MG",2020,"_2020",0.333128694250678
"CRIXAS_GO",2020,"_2020",0.826521182657451
"CUSTODIA_PE",2020,"_2020",0.777461223117495
"DIADEMA_SP",2020,"_2020",0.512001766179947
"DOMINGOS MARTINS_ES",2020,"_2020",0.978020796505652
"DUAS BARRAS_RJ",2020,"_2020",1
"DUQUE DE CAXIAS_RJ",2020,"_2020",0.238710547462696
"EXU_PE",2020,"_2020",0.75050682278123
"FEIRA DE SANTANA_BA",2020,"_2020",0.281529812785032
"FERNANDOPOLIS_SP",2020,"_2020",0.531727403128769
"FLORIANOPOLIS_SC",2020,"_2020",0.234351800988025
"FORMOSA_GO",2020,"_2020",0.582346480294997
"FOZ DO IGUACU_PR",2020,"_2020",0.688704566924992
"FRANCISCO SA_MG",2020,"_2020",0.905500871449618
"GARCA_SP",2020,"_2020",1
"GOIAS_GO",2020,"_2020",0.112394798899763
"GOIATUBA_GO",2020,"_2020",0.650016699204473
"GONCALVES_MG",2020,"_2020",0.934842135866429
"GOVERNO DO DISTRITO FEDERAL_DF",2020,"_2020",0.691215282270116
"GUAJARA-MIRIM_RO",2020,"_2020",0.936740345764369
"HOLAMBRA_SP",2020,"_2020",0.898556631413142
"IATI_PE",2020,"_2020",1
"IBAITI_PR",2020,"_2020",0.817813250897678
"IGUABA GRANDE_RJ",2020,"_2020",1
"ILHA SOLTEIRA_SP",2020,"_2020",1
"IMBITUVA_PR",2020,"_2020",0.972434871668837
"INDAIAL_SC",2020,"_2020",0.699921299360996
"IRAUCUBA_CE",2020,"_2020",0.927377765892725
"ITACURUBA_PE",2020,"_2020",1
"ITAINOPOLIS_PI",2020,"_2020",0.93743923535069
"ITAPIPOCA_CE",2020,"_2020",0.824212824228188
"ITAPIRA_SP",2020,"_2020",0.620896518703375
"ITUIUTABA_MG",2020,"_2020",0.633970287061055
"ITUPEVA_SP",2020,"_2020",0.858543816813997
"IVOTI_RS",2020,"_2020",0.80770296554691
"JABOATAO DOS GUARARAPES_PE",2020,"_2020",0.360869491366817
"JACOBINA_BA",2020,"_2020",0.663995021382789
"JAGUARIUNA_SP",2020,"_2020",0.739516563264438
"JALES_SP",2020,"_2020",0.755551344363452
"JAPURA_PR",2020,"_2020",0.897701953985081
"JI-PARANA_RO",2020,"_2020",0.837310887015476
"JUATUBA_MG",2020,"_2020",0.778333355689893
"JUIZ DE FORA_MG",2020,"_2020",0.240646025932546
"LAGES_SC",2020,"_2020",0.42648292962865
"LAGOA GRANDE_PE",2020,"_2020",0.806091973297407
"LAJEADO_RS",2020,"_2020",0.537171905363693
"LAPA_PR",2020,"_2020",0.62637437429974
