"RPPS","Ano","Eff_ch","Tech_ch","Malmquist"
"IGUATAMA_MG",2023,0.572861847214002,1.54699550527418,0.886214702783125
"IRAUCUBA_CE",2023,0.515738999032696,1.6003073952685,0.825340934180396
"ITACURUBA_PE",2023,0.638008641819348,1.54071221186693,0.982987705727702
"ITAPIPOCA_CE",2023,0.264569134259021,1.51224003778476,0.400092037588544
"IVOTI_RS",2023,1.571973424277,1.77184130709397,2.78528744678794
"JALES_SP",2023,1.83349418266982,1.0204048201313,1.87090630167898
"JANUARIA_MG",2023,0.340425725750212,1.25207259617591,0.426237722245136
"JAPURA_PR",2023,0.590372253222366,1.56171206511706,0.921991470767715
"JARU_RO",2023,0.760636514170534,5.21788484023342,3.96891373621842
"JOACABA_SC",2023,0.228895298138996,2.2828590649241,0.522535706275112
"LAGOA SECA_PB",2023,0.694049419163973,1.2080771881022,0.838465270707579
"LAGOAO_RS",2023,0.715361645936301,1.54911233758547,1.10817555155537
"LIBERDADE_MG",2023,0.64925703859438,1.55961223504596,1.0125892210815
"LIMEIRA_SP",2023,1.02474053861928,1.04442927585978,1.0702690186943
"MAFRA_SC",2023,0.785637393572191,1.03727265704264,0.814920186702681
"MANGARATIBA_RJ",2023,1.70134058416139,0.820340800808099,1.39567909725827
"MANTENA_MG",2023,0.723718642767448,1.21649978096072,0.88040357040379
"MARABA_PA",2023,0.774160532464812,Inf,Inf
"MARACAJU_MS",2023,0.747872696548304,1.17001526507652,0.875022471295456
"MARILIA_SP",2023,1.25534806823401,0.764137230369747,0.959258196010351
"MARINGA_PR",2023,0.804377288319156,Inf,Inf
"MATO GROSSO_MT",2023,0.838230747564379,0.910188651766747,0.762948113995054
"MATO GROSSO DO SUL_MS",2023,0.481430006937485,0.757217423213503,0.364547189310861
"MEDIANEIRA_PR",2023,0.935774367698622,1.08573730118232,1.01600513650069
"MILAGRES_CE",2023,0.570142948434276,1.56080674443923,0.889882959210686
"MINACU_GO",2023,0.952350842382106,1.10287844445383,1.05032721562067
"MIRA ESTRELA_SP",2023,0.610212736999449,1.54071221186692,0.940162215731789
"MONTE ALEGRE DE MINAS_MG",2023,0.710564147594517,1.22221954089516,0.868465386249529
"MORENO_PE",2023,1.19501538665472,0.87078897939994,1.04060622891228
"MORRO AGUDO_SP",2023,0.852839253538762,1.06932779606132,0.911964719381186
"NOVA ESPERANCA DO SUL_RS",2023,0.395249445651791,1.54071221186693,0.608965647649348
"NOVO HORIZONTE DO OESTE_RO",2023,0.813793118881758,1.54071221186692,1.25382099619439
"OLIVEIRA_MG",2023,0.834872835603266,1.01207132507058,0.84495085699443
"OSORIO_RS",2023,1,5.65624552202267,5.65624552202267
"PALMEIRA D'OESTE_SP",2023,0.906239243113863,1.46621041228246,1.32873741427252
"PARAIBUNA_SP",2023,0.879359867645432,1.23959598380361,1.09005096025135
"PARAIPABA_CE",2023,0.780873246070445,1.52453332759298,1.19046728826011
"PARISI_SP",2023,0.633996067307431,1.54071221186693,0.976805483176167
"PAROBE_RS",2023,1.9449379353336,0.976201703951853,1.89865172655326
"PATOS_PB",2023,1.30178805743568,0.838650125274257,1.09174471744897
"PATY DO ALFERES_RJ",2023,0.722746549006691,4.5082491532116,3.25832151754602
"PIAUI_PI",2023,1,0.947786825057017,0.947786825057017
"PICOS_PI",2023,0.806263252187326,1.20878767295826,0.974601080403277
"PIRACAIA_SP",2023,0.621354122944636,1.50532233610225,0.935338239897784
"POSSE_GO",2023,0.905640073376908,1.14786660176303,1.03955399344757
"QUEIMADOS_RJ",2023,0.763740069231878,4.38473537187201,3.34879809647699
"RIACHINHO_MG",2023,0.599807290711207,1.54071221186693,0.924130417565575
"RIBEIRAO PIRES_SP",2023,10.2500742249378,0.827134480096073,8.47818981499006
"RIO BRILHANTE_MS",2023,1.08937277161843,6.13455088214177,6.68281269711308
"RIO NEGRINHO_SC",2023,0.771458075201132,3.96082071579858,3.05560712562674
"SAGRADA FAMILIA_RS",2023,0.537045902582176,1.54071221186693,0.827433180441455
"SANTA FE DO SUL_SP",2023,0.790902610933056,3.14208260030521,2.48508133234872
"SANTA MARIA DE JETIBA_ES",2023,0.385873530458957,1.39383566717336,0.537844289771801
"SANTANA DO CARIRI_CE",2023,0.574587109598405,1.55141888872789,0.891425295050528
"SANTO ANDRE_SP",2023,0.696495670853969,Inf,Inf
"SANTO ANTONIO DA PATRULHA_RS",2023,0.747792018894347,5.18894286593486,3.88025006164484
"SAO FRANCISCO DE ASSIS_RS",2023,0.689648861095673,1.23941938871325,0.854764169845992
"SAO JOAO DA LAGOA_MG",2023,0.531069593117586,1.54071221186694,0.818225407467471
"SAO MANUEL_SP",2023,0.896470037094846,2.86935125052543,2.57228742199667
"SERRA CAIADA (ANTIGO PRESIDENTE JUSCELINO)_RN",2023,0.616909436329125,1.54071221186693,0.950479902168226
"SOLONOPOLE_CE",2023,0.90121759150352,1.54985012045983,1.39675219275225
"SUME_PB",2023,0.528119442845703,1.40704728289231,0.743089027098649
"TAIO_SC",2023,0.60482076538824,1.43438546332324,0.867546113788929
"TAUA_CE",2023,0.498935147100693,0.960273765509354,0.479114332451346
"TAUBATE_SP",2023,1.0197878234781,1.03735104741314,1.05787796682417
"TRAJANO DE MORAES_RJ",2023,1.98071973028018,1.0455959722625,2.07103257216181
"TRES MARIAS_MG",2023,0.743911504023667,1.12899766126119,0.839874348228016
"TUPANCIRETA_RS",2023,0.34991338066088,1.48147516640793,0.51838798384294
"TURMALINA_MG",2023,0.619773672811933,1.52829227601375,0.947195317035153
"VARJAO DE MINAS_MG",2023,0.436915136446301,1.54071221186693,0.673160486272322
"VARRE-SAI_RJ",2023,0.545225134356186,1.46648706965535,0.799565609584446
"VIANA_ES",2023,1.38903479158002,1.34216758328261,1.86431746931042
"VICOSA_MG",2023,0.873510397789874,0.845592611291413,0.738633938257341
"ALTO PARAISO DE GOIAS_GO",2024,2.35077388917994,0.388100122529863,0.912335634430737
"AMAPORA_PR",2024,2.75917566566873,0.388100122529854,1.07083641392743
"ANDIRA_PR",2024,1.34601570892727,0.621563007692476,0.836633572442154
"AQUIDAUANA_MS",2024,1.22383217764462,0.60181988768638,0.736526543697062
"ARMACAO DOS BUZIOS_RJ",2024,2.39487990339798,1.40475341187072,3.36421571531893
"ASSIS_SP",2024,1.17133556726135,1.14948144708713,1.34642850288021
"ATALAIA_AL",2024,2.37954869963317,1.15577863683657,2.75023155234826
"BARRO ALTO_GO",2024,2.13654628034118,0.445172666788195,0.951132005335884
"BEBERIBE_CE",2024,1.68307327013536,0.610314328345809,1.02720373241945
"BOA VISTA_RR",2024,1,NA,NA
"BOM DESPACHO_MG",2024,1.36936681784934,0.711511265697708,0.974319917772425
"CAAPORA_PB",2024,1.46946341363674,0.647135511272203,0.950941957479609
"CAARAPO_MS",2024,2.02346539595608,0.44070982895803,0.891761088554297
"CACADOR_SC",2024,1.1214169827906,0.506372769216049,0.567855023021583
"CACHOEIRINHA_PE",2024,2.47508624498155,0.403452582741456,0.998579938045658
"CAMACARI_BA",2024,1.57712570972425,0.621480388538808,0.980152698853971
"CANTAGALO_RJ",2024,1.02877677858457,1.18221889586247,1.2162393472672
"CARDOSO MOREIRA_RJ",2024,1.99639906380256,0.517092217082221,1.03232241808254
"CARIRIACU_CE",2024,2.31307759668567,0.402798699629135,0.931704648086271
"CERES_GO",2024,1.94042444898186,0.448396603450491,0.870079732175754
"CERQUEIRA CESAR_SP",2024,2.023340263606,0.481575914933265,0.974391938667374
"CHOPINZINHO_PR",2024,7.08551049118283,0.388100122529853,2.74988748981462
"CONCEICAO DE MACABU_RJ",2024,1.51711104040492,0.635341072528794,0.963882955556138
"CRATO_CE",2024,1.69266472707656,1.14408808804299,1.93655755129882
"CRUZEIRO DO OESTE_PR",2024,3.23488391645457,0.495771357533344,1.60376279072346
"CURITIBANOS_SC",2024,1.60496937195693,0.683110931757085,1.09637212311908
"DEMERVAL LOBAO_PI",2024,2.69826458548058,0.388100122529851,1.04719681624297
"DOMINGOS MARTINS_ES",2024,2.21499936989945,0.504980609608498,1.11853173209426
"DUAS BARRAS_RJ",2024,1.70930078314384,0.512629033944934,0.876237209184344
"ENTRE-IJUIS_RS",2024,2.20231161264892,0.421254095080025,0.927732785470651
"ESCADA_PE",2024,1.40404830572818,1.27593289003483,1.79147141247627
"ESPERA FELIZ_MG",2024,3.40210673337852,0.469452665966042,1.59712807588557
"ESPERANTINA_PI",2024,19.1347281862306,0.48605658678983,9.3005606713504
"ESPIGAO DO OESTE_RO",2024,4.39960271133869,0.388908843054259,1.71104440036511
"EUSEBIO_CE",2024,1.2647336834165,0.533455100208895,0.674678633824511
"FERNANDOPOLIS_SP",2024,1.25829893547162,0.78695855372171,0.990229110408315
"FLORIANOPOLIS_SC",2024,0.674274615498592,1.41172601944585,0.951891018951209
"FORMOSA_GO",2024,2.04145662092678,0.513547137826178,1.04838420467325
"FOZ DO IGUACU_PR",2024,0.763676078027167,0.848713555308279,0.648142239286319
"GOIANIRA_GO",2024,1.76084638382542,0.469440101097446,0.82661190444008
"GOIAS_GO",2024,1,Inf,Inf
"GONCALVES_MG",2024,2.30038451502197,0.388100122529851,0.892779512145798
"HOLAMBRA_SP",2024,2.6142732569223,0.40045179875805,1.0468904281796
"IGUATAMA_MG",2024,2.16327187725591,0.399836943842927,0.864956016103353
"IRAUCUBA_CE",2024,2.54917233701059,0.388100122529849,0.989334096343513
"ITACURUBA_PE",2024,2.11218133822068,0.388100122529849,0.819737836168707
"ITAPIPOCA_CE",2024,2.83991575361462,1.26041890232567,3.5794834968683
"IVOTI_RS",2024,0.921896600859456,0.438845770305782,0.40457042394645
"JALES_SP",2024,0.701733549086624,0.933536368499175,0.655093789068365
"JANUARIA_MG",2024,3.41852907842638,0.557406055359151,1.9055088087362
"JAPURA_PR",2024,1.55571657910316,0.38810012252985,0.603773794971656
"JARU_RO",2024,1.68536860205511,0.617692289854213,1.04103919105181
"JOACABA_SC",2024,1.65937698259767,0.54006046684597,0.896163907895156
"LAGOA SECA_PB",2024,1.51473014523643,0.555072892359625,0.840785642860699
"LAGOAO_RS",2024,1.84250810938533,0.388100122529849,0.715077623014686
"LIBERDADE_MG",2024,2.68477856982792,0.388100122529851,1.04196289191573
"LIMEIRA_SP",2024,1.14019182172808,1.06916396114827,1.21905200458766
"MAFRA_SC",2024,1.26187096291811,0.682723025405157,0.861508361474368
"MANGARATIBA_RJ",2024,0.856590005541485,1.25554613951115,1.07548827460145
"MANTENA_MG",2024,1.79815928184423,0.551173437882692,0.991097633234759
"MARABA_PA",2024,1.56115916440402,0.559173691567472,0.872959133084186
"MARACAJU_MS",2024,1.51344209572926,0.590074877227156,0.893044158827855
"MARILIA_SP",2024,1.14859531151718,1.40170542463929,1.60999227886889
"MARINGA_PR",2024,1.78270555060386,0.609544865306864,1.08663901472463
"MATO GROSSO_MT",2024,1.0497829854686,Inf,Inf
"MATO GROSSO DO SUL_MS",2024,2.07714514174405,1.53034509446096,3.17874887815142
"MEDIANEIRA_PR",2024,1.22875547880604,0.702928812508211,0.863727629580086
"MILAGRES_CE",2024,1.91754418207967,0.388100122529848,0.744199132021518
"MINACU_GO",2024,1.40629884121818,0.627315448689093,0.882192988569731
"MIRA ESTRELA_SP",2024,2.27441214415387,0.38810012252985,0.882699631829498
"MONTE ALEGRE DE MINAS_MG",2024,1.65445052263784,0.552356013186916,0.913845694699247
"MORENO_PE",2024,0.825894800986497,1.11932022925346,0.924440757979444
"MORRO AGUDO_SP",2024,1.79704334703991,0.651507177265565,1.17078663845383
"NOVA ESPERANCA DO SUL_RS",2024,2.47442839690556,0.388100122529849,0.960325964030384
"NOVO HORIZONTE DO OESTE_RO",2024,2.4204270636054,0.388100122529848,0.939368039959815
"OLIVEIRA_MG",2024,1.23610077596682,0.705110151038186,0.871587204840381
"OSORIO_RS",2024,1,0.534042067741998,0.534042067741998
"PALMEIRA D'OESTE_SP",2024,3.52930420262261,0.419235279436861,1.47960883360418
"PARAIBUNA_SP",2024,2.22288791242663,0.541058497619948,1.20271239427509
"PARAIPABA_CE",2024,3.20816655954736,0.427761821197906,1.3723311702182
"PARISI_SP",2024,1.87537089545349,0.388100122529849,0.727831674314412
"PAROBE_RS",2024,1.06744403529064,0.977909803649414,1.04386398695781
"PATOS_PB",2024,0.484556809124513,1.17157914017337,0.567696649799247
"PATY DO ALFERES_RJ",2024,1.76601356136755,0.593519071389488,1.04816272900411
"PIAUI_PI",2024,0.722253180460563,0.760725971227641,0.549436752178114
"PICOS_PI",2024,1.4630177502445,0.586830978520421,0.858544137968722
"PIRACAIA_SP",2024,1.87831813743269,0.516346993560378,0.9698639232133
"POSSE_GO",2024,1.48581790548911,0.60411462882249,0.89760433247236
"QUEIMADOS_RJ",2024,7.16285938576196,0.693025831209988,4.96404657965794
"RIACHINHO_MG",2024,2.4326043081483,0.38810012252985,0.944094030058996
"RIBEIRAO PIRES_SP",2024,0.179960464020686,1.26008884154797,0.226766172632261
"RIO BRILHANTE_MS",2024,0.953037173095277,0.381091202924181,0.36319408272634
"RIO NEGRINHO_SC",2024,1.56121199768489,0.689074146909398,1.07579082544943
"SAGRADA FAMILIA_RS",2024,2.5061777278135,0.38810012252985,0.972647883245999
"SANTA FE DO SUL_SP",2024,1.36980601139078,0.676296843320167,0.926395481464575
"SANTA MARIA DE JETIBA_ES",2024,1.84679663865868,0.477145885560842,0.881191417603584
"SANTANA DO CARIRI_CE",2024,2.20389691762934,0.399027376973952,0.879415206162614
"SANTO ANDRE_SP",2024,2.33123098104705,Inf,Inf
"SANTO ANTONIO DA PATRULHA_RS",2024,0.911416461971183,0.452332946308487,0.412263693557482
"SAO FRANCISCO DE ASSIS_RS",2024,2.01227174925391,0.531382929255937,1.06928685657751
"SAO JOAO DA LAGOA_MG",2024,2.20852155598468,0.388100122529849,0.857127486487468
"SAO MANUEL_SP",2024,1.35645666006265,0.669334088408366,0.907922682028492
"SERRA CAIADA (ANTIGO PRESIDENTE JUSCELINO)_RN",2024,2.09053255303462,0.38810012252985,0.811335939985379
"SOLONOPOLE_CE",2024,1.55667336182513,0.407079577690372,0.633689934733627
"SUME_PB",2024,7.91404225150627,0.448430950572606,3.54890148971472
"TAIO_SC",2024,1.76082319431914,0.441104035239559,0.776706216357584
"TAUA_CE",2024,2.53132739497388,0.898823684089264,2.2752170147865
"TAUBATE_SP",2024,0.614067595609327,1.24301824013122,0.763297222015918
"TRAJANO DE MORAES_RJ",2024,0.487637296482545,0.678638648883684,0.330929516030207
"TRES MARIAS_MG",2024,1.19985717909781,0.632912073912908,0.759404095622084
"TUPANCIRETA_RS",2024,1.09083403550492,0.495363102423085,0.54035893205641
"TURMALINA_MG",2024,3.20544878705052,0.415196613014362,1.33089147957437
"VARJAO DE MINAS_MG",2024,2.87398897852892,0.388100122529849,1.11539547471651
"VARRE-SAI_RJ",2024,2.55748526824129,0.443984295182426,1.13548329425955
"VIANA_ES",2024,0.714269789799749,1.25888462578065,0.899183257038479
"VICOSA_MG",2024,0.8353951876284,1.16133717106498,0.970175483921667
