"RPPS","Ano","Eff_ch","Tech_ch","Malmquist"
"PETROPOLIS_RJ",2020,0.983458077406569,0.968789457780466,0.952763817560529
"PETROPOLIS_RJ",2021,1.36327811762517,0.779771742899535,1.06304575383737
"PETROPOLIS_RJ",2022,1.162191398486,0.944145609158857,1.09727790588275
"PETROPOLIS_RJ",2023,0.927664697903699,0.992478493291851,0.920687261655503
"PETROPOLIS_RJ",2024,0.612627778359764,1.52656978541493,0.935219056149887
"RIO GRANDE DO NORTE_RN",2019,NA,NA,NA
"RIO GRANDE DO NORTE_RN",2020,0.877644789484273,0.998061807700326,0.875943745111446
"RIO GRANDE DO NORTE_RN",2021,0.945262763225414,0.758054921298185,0.716561089582947
"RIO GRANDE DO NORTE_RN",2022,1.08537310397374,0.955956056682386,1.03756899250386
"RIO GRANDE DO NORTE_RN",2023,0.871329732655133,1.00254709082573,0.873549088623364
"RIO GRANDE DO NORTE_RN",2024,1.01689609731896,1.42424438472192,1.44830855645216
"SANTO ANDRE_SP",2019,NA,NA,NA
"SANTO ANDRE_SP",2020,0.741762642054192,0,0
"SANTO ANDRE_SP",2021,0.632992029808754,0.227711146385577,0.144139340760684
"SANTO ANDRE_SP",2022,1.10554635079386,2.76881226153513,3.06105029177346
"SANTO ANDRE_SP",2023,1.04500500581907,4.99065702667222,5.21526157519859
"SANTO ANDRE_SP",2024,1.84349292507056,0.749287557245753,1.38130631062595
"TAUBATE_SP",2019,NA,NA,NA
"TAUBATE_SP",2020,1.08216565679693,1.09361364550669,1.18347112897183
"TAUBATE_SP",2021,1.42769864260417,0.213722137780132,0.305130806003155
"TAUBATE_SP",2022,0.500032410586409,2.22707608119567,1.1136102214396
"TAUBATE_SP",2023,1.15687514567912,1.00387313407044,1.16135587822109
"TAUBATE_SP",2024,0.574712552872371,1.31381593940953,0.755066512542465
